,Affiliated Artist,Weight,Original Artist,Affiliated Genre,Original Genre
0,Miley Cyrus,6254,Mark Ronson,Pop,Dance/Electronic
1,Miley Cyrus,6254,Mark Ronson,Pop,Dance/Electronic
2,Miley Cyrus,6254,Mark Ronson,Pop,Dance/Electronic
3,Miley Cyrus,6254,Mark Ronson,Pop,Dance/Electronic
4,Bruno Mars,5707,Mark Ronson,Pop/Rock,Dance/Electronic
5,Bruno Mars,5707,Mark Ronson,Pop/Rock,Dance/Electronic
6,Amy Winehouse,3237,Mark Ronson,Soul,Dance/Electronic
7,Amy Winehouse,3237,Mark Ronson,Soul,Dance/Electronic
8,Lady Gaga,2068,Mark Ronson,Pop,Dance/Electronic
9,Lady Gaga,2068,Mark Ronson,Pop,Dance/Electronic
10,Diplo,1347,Mark Ronson,Dance,Dance/Electronic
11,Diplo,1347,Mark Ronson,Dance,Dance/Electronic
12,Mark Ronson,1095,Mark Ronson,Dance/Electronic,Dance/Electronic
13,Mark Ronson,1095,Mark Ronson,Dance/Electronic,Dance/Electronic
14,Lykke Li,766,Mark Ronson,Pop/Rock,Dance/Electronic
15,Lykke Li,766,Mark Ronson,Pop/Rock,Dance/Electronic
16,Kacey Musgraves,745,Mark Ronson,Country,Dance/Electronic
17,Kacey Musgraves,745,Mark Ronson,Country,Dance/Electronic
18,Taylor Swift,869,Mark Ronson,Pop,Dance/Electronic
19,Taylor Swift,869,Mark Ronson,Pop,Dance/Electronic
20,Taylor Swift,869,Mark Ronson,Pop,Dance/Electronic
21,Taylor Swift,869,Mark Ronson,Pop,Dance/Electronic
22,Troye Sivan,514,Mark Ronson,,Dance/Electronic
23,Troye Sivan,514,Mark Ronson,,Dance/Electronic
24,Beyoncé,526,Mark Ronson,Pop,Dance/Electronic
25,Beyoncé,526,Mark Ronson,Pop,Dance/Electronic
26,Beyoncé,526,Mark Ronson,Pop,Dance/Electronic
27,Beyoncé,526,Mark Ronson,Pop,Dance/Electronic
28,Ariana Grande,665,Mark Ronson,Pop,Dance/Electronic
29,Ariana Grande,665,Mark Ronson,Pop,Dance/Electronic
30,Ariana Grande,665,Mark Ronson,Pop,Dance/Electronic
31,Ariana Grande,665,Mark Ronson,Pop,Dance/Electronic
32,Lana Del Rey,395,Mark Ronson,Alternative,Dance/Electronic
33,Lana Del Rey,395,Mark Ronson,Alternative,Dance/Electronic
34,Rod Stewart,372,Mark Ronson,Rock,Dance/Electronic
35,Rod Stewart,372,Mark Ronson,Rock,Dance/Electronic
36,Shawn Mendes,563,Mark Ronson,Rock,Dance/Electronic
37,Shawn Mendes,563,Mark Ronson,Rock,Dance/Electronic
38,Ellie Goulding,400,Mark Ronson,Pop,Dance/Electronic
39,Ellie Goulding,400,Mark Ronson,Pop,Dance/Electronic
40,Ellie Goulding,400,Mark Ronson,Pop,Dance/Electronic
41,Ellie Goulding,400,Mark Ronson,Pop,Dance/Electronic
42,Angel Olsen,381,Mark Ronson,Rock,Dance/Electronic
43,Angel Olsen,381,Mark Ronson,Rock,Dance/Electronic
44,Katy Perry,360,Mark Ronson,Pop,Dance/Electronic
45,Katy Perry,360,Mark Ronson,Pop,Dance/Electronic
46,Katy Perry,360,Mark Ronson,Pop,Dance/Electronic
47,Katy Perry,360,Mark Ronson,Pop,Dance/Electronic
48,Pharrell Williams,316,Mark Ronson,Pop,Dance/Electronic
49,Pharrell Williams,316,Mark Ronson,Pop,Dance/Electronic
50,Gwen Stefani,331,Mark Ronson,Pop,Dance/Electronic
51,Gwen Stefani,331,Mark Ronson,Pop,Dance/Electronic
52,Kanye West,339,Mark Ronson,Hip-Hop/Rap,Dance/Electronic
53,Kanye West,339,Mark Ronson,Hip-Hop/Rap,Dance/Electronic
54,Tame Impala,351,Mark Ronson,Rock,Dance/Electronic
55,Tame Impala,351,Mark Ronson,Rock,Dance/Electronic
56,Justin Bieber,347,Mark Ronson,Pop,Dance/Electronic
57,Justin Bieber,347,Mark Ronson,Pop,Dance/Electronic
58,Justin Bieber,347,Mark Ronson,Pop,Dance/Electronic
59,Justin Bieber,347,Mark Ronson,Pop,Dance/Electronic
60,Calvin Harris,259,Mark Ronson,Pop,Dance/Electronic
61,Calvin Harris,259,Mark Ronson,Pop,Dance/Electronic
62,Daft Punk,250,Mark Ronson,Dance,Dance/Electronic
63,Daft Punk,250,Mark Ronson,Dance,Dance/Electronic
64,Foo Fighters,294,Mark Ronson,Rock,Dance/Electronic
65,Foo Fighters,294,Mark Ronson,Rock,Dance/Electronic
66,Miley Cyrus,108448,Miley Cyrus,Pop,Pop
67,Miley Cyrus,108448,Miley Cyrus,Pop,Pop
68,Miley Cyrus,108448,Miley Cyrus,Pop,Pop
69,Miley Cyrus,108448,Miley Cyrus,Pop,Pop
70,Lady Gaga,1496,Miley Cyrus,Pop,Pop
71,Lady Gaga,1496,Miley Cyrus,Pop,Pop
72,Taylor Swift,2334,Miley Cyrus,Pop,Pop
73,Taylor Swift,2334,Miley Cyrus,Pop,Pop
74,Taylor Swift,2334,Miley Cyrus,Pop,Pop
75,Taylor Swift,2334,Miley Cyrus,Pop,Pop
76,Beyoncé,1718,Miley Cyrus,Pop,Pop
77,Beyoncé,1718,Miley Cyrus,Pop,Pop
78,Beyoncé,1718,Miley Cyrus,Pop,Pop
79,Beyoncé,1718,Miley Cyrus,Pop,Pop
80,Ariana Grande,3529,Miley Cyrus,Pop,Pop
81,Ariana Grande,3529,Miley Cyrus,Pop,Pop
82,Ariana Grande,3529,Miley Cyrus,Pop,Pop
83,Ariana Grande,3529,Miley Cyrus,Pop,Pop
84,Lana Del Rey,2568,Miley Cyrus,Alternative,Pop
85,Lana Del Rey,2568,Miley Cyrus,Alternative,Pop
86,Shawn Mendes,477,Miley Cyrus,Rock,Pop
87,Shawn Mendes,477,Miley Cyrus,Rock,Pop
88,Katy Perry,1349,Miley Cyrus,Pop,Pop
89,Katy Perry,1349,Miley Cyrus,Pop,Pop
90,Katy Perry,1349,Miley Cyrus,Pop,Pop
91,Katy Perry,1349,Miley Cyrus,Pop,Pop
92,Justin Bieber,1599,Miley Cyrus,Pop,Pop
93,Justin Bieber,1599,Miley Cyrus,Pop,Pop
94,Justin Bieber,1599,Miley Cyrus,Pop,Pop
95,Justin Bieber,1599,Miley Cyrus,Pop,Pop
96,Hannah Montana,2504,Miley Cyrus,Rock,Pop
97,Hannah Montana,2504,Miley Cyrus,Rock,Pop
98,Selena Gomez,1875,Miley Cyrus,Pop,Pop
99,Selena Gomez,1875,Miley Cyrus,Pop,Pop
100,Selena Gomez,1875,Miley Cyrus,Pop,Pop
101,Selena Gomez,1875,Miley Cyrus,Pop,Pop
102,Nicki Minaj,1366,Miley Cyrus,Hip-Hop,Pop
103,Nicki Minaj,1366,Miley Cyrus,Hip-Hop,Pop
104,Nicki Minaj,1366,Miley Cyrus,Hip-Hop,Pop
105,Nicki Minaj,1366,Miley Cyrus,Hip-Hop,Pop
106,Demi Lovato,1115,Miley Cyrus,Pop,Pop
107,Demi Lovato,1115,Miley Cyrus,Pop,Pop
108,Demi Lovato,1115,Miley Cyrus,Pop,Pop
109,Demi Lovato,1115,Miley Cyrus,Pop,Pop
110,Britney Spears,967,Miley Cyrus,Pop,Pop
111,Britney Spears,967,Miley Cyrus,Pop,Pop
112,Britney Spears,967,Miley Cyrus,Pop,Pop
113,Britney Spears,967,Miley Cyrus,Pop,Pop
114,Billy Ray Cyrus,804,Miley Cyrus,Country,Pop
115,Billy Ray Cyrus,804,Miley Cyrus,Country,Pop
116,Anitta,440,Miley Cyrus,,Pop
117,Anitta,440,Miley Cyrus,,Pop
118,Carly Rae Jepsen,391,Miley Cyrus,Pop,Pop
119,Carly Rae Jepsen,391,Miley Cyrus,Pop,Pop
120,The Beatles,376,Miley Cyrus,Pop,Pop
121,The Beatles,376,Miley Cyrus,Pop,Pop
122,Rihanna,378,Miley Cyrus,Pop,Pop
123,Rihanna,378,Miley Cyrus,Pop,Pop
124,Rihanna,378,Miley Cyrus,Pop,Pop
125,Rihanna,378,Miley Cyrus,Pop,Pop
126,The Weeknd,343,Miley Cyrus,R&B/Soul,Pop
127,The Weeknd,343,Miley Cyrus,R&B/Soul,Pop
128,The Weeknd,343,Miley Cyrus,R&B/Soul,Pop
129,The Weeknd,343,Miley Cyrus,R&B/Soul,Pop
130,Miley Cyrus,280,Bruno Mars,Pop,Pop/Rock
131,Miley Cyrus,280,Bruno Mars,Pop,Pop/Rock
132,Bruno Mars,79402,Bruno Mars,Pop/Rock,Pop/Rock
133,Amy Winehouse,241,Bruno Mars,Soul,Pop/Rock
134,Lady Gaga,592,Bruno Mars,Pop,Pop/Rock
135,Taylor Swift,1233,Bruno Mars,Pop,Pop/Rock
136,Taylor Swift,1233,Bruno Mars,Pop,Pop/Rock
137,Beyoncé,2320,Bruno Mars,Pop,Pop/Rock
138,Beyoncé,2320,Bruno Mars,Pop,Pop/Rock
139,Ariana Grande,709,Bruno Mars,Pop,Pop/Rock
140,Ariana Grande,709,Bruno Mars,Pop,Pop/Rock
141,Lana Del Rey,415,Bruno Mars,Alternative,Pop/Rock
142,Shawn Mendes,283,Bruno Mars,Rock,Pop/Rock
143,Katy Perry,552,Bruno Mars,Pop,Pop/Rock
144,Katy Perry,552,Bruno Mars,Pop,Pop/Rock
145,Kanye West,397,Bruno Mars,Hip-Hop/Rap,Pop/Rock
146,Justin Bieber,1393,Bruno Mars,Pop,Pop/Rock
147,Justin Bieber,1393,Bruno Mars,Pop,Pop/Rock
148,Nicki Minaj,417,Bruno Mars,Hip-Hop,Pop/Rock
149,Nicki Minaj,417,Bruno Mars,Hip-Hop,Pop/Rock
150,Britney Spears,257,Bruno Mars,Pop,Pop/Rock
151,Britney Spears,257,Bruno Mars,Pop,Pop/Rock
152,The Weeknd,1954,Bruno Mars,R&B/Soul,Pop/Rock
153,The Weeknd,1954,Bruno Mars,R&B/Soul,Pop/Rock
154,Coldplay,1221,Bruno Mars,Rock,Pop/Rock
155,Linkin Park,743,Bruno Mars,Alternative,Pop/Rock
156,Michael Jackson,688,Bruno Mars,Pop,Pop/Rock
157,Michael Jackson,688,Bruno Mars,Pop,Pop/Rock
158,Florence and the Machine,627,Bruno Mars,,Pop/Rock
159,Iron & Wine,600,Bruno Mars,Indie Rock,Pop/Rock
160,Angus & Julia Stone,596,Bruno Mars,Alternative Folk,Pop/Rock
161,Eminem,492,Bruno Mars,Rap,Pop/Rock
162,Eminem,492,Bruno Mars,Rap,Pop/Rock
163,Maroon 5,462,Bruno Mars,Pop/Rock,Pop/Rock
164,Maroon 5,462,Bruno Mars,Pop/Rock,Pop/Rock
165,Chris Brown,397,Bruno Mars,Pop,Pop/Rock
166,Chris Brown,397,Bruno Mars,Pop,Pop/Rock
167,Chris Stapleton,323,Bruno Mars,Country,Pop/Rock
168,Justin Timberlake,297,Bruno Mars,Pop,Pop/Rock
169,Gucci Mane,261,Bruno Mars,Hip-Hop/Rap,Pop/Rock
170,Kendrick Lamar,267,Bruno Mars,Alternative Rap,Pop/Rock
171,Miley Cyrus,416,Amy Winehouse,Pop,Soul
172,Miley Cyrus,416,Amy Winehouse,Pop,Soul
173,Bruno Mars,601,Amy Winehouse,Pop/Rock,Soul
174,Amy Winehouse,109813,Amy Winehouse,Soul,Soul
175,Lady Gaga,782,Amy Winehouse,Pop,Soul
176,Beyoncé,1556,Amy Winehouse,Pop,Soul
177,Beyoncé,1556,Amy Winehouse,Pop,Soul
178,Ariana Grande,326,Amy Winehouse,Pop,Soul
179,Ariana Grande,326,Amy Winehouse,Pop,Soul
180,Lana Del Rey,1176,Amy Winehouse,Alternative,Soul
181,Kanye West,744,Amy Winehouse,Hip-Hop/Rap,Soul
182,Britney Spears,956,Amy Winehouse,Pop,Soul
183,Britney Spears,956,Amy Winehouse,Pop,Soul
184,The Beatles,855,Amy Winehouse,Pop,Soul
185,The Weeknd,329,Amy Winehouse,R&B/Soul,Soul
186,The Weeknd,329,Amy Winehouse,R&B/Soul,Soul
187,Michael Jackson,727,Amy Winehouse,Pop,Soul
188,Michael Jackson,727,Amy Winehouse,Pop,Soul
189,Kendrick Lamar,269,Amy Winehouse,Alternative Rap,Soul
190,Lily Allen,837,Amy Winehouse,Pop,Soul
191,Whitney Houston,692,Amy Winehouse,Pop,Soul
192,Janis Joplin,677,Amy Winehouse,Rock,Soul
193,Jimi Hendrix,641,Amy Winehouse,Rock,Soul
194,David Bowie,586,Amy Winehouse,Glam Rock,Soul
195,Alicia Keys,544,Amy Winehouse,R&B/Soul,Soul
196,Alessia Cara,506,Amy Winehouse,Pop,Soul
197,Arctic Monkeys,437,Amy Winehouse,Alternative,Soul
198,Freddie Mercury,397,Amy Winehouse,Rock,Soul
199,Aretha Franklin,383,Amy Winehouse,R&B/Soul,Soul
200,Maren Morris,369,Amy Winehouse,,Soul
201,Jim Morrison,383,Amy Winehouse,Rock,Soul
202,Bob Marley,386,Amy Winehouse,Ska,Soul
203,Nina Simone,347,Amy Winehouse,Soul,Soul
204,The Rolling Stones,328,Amy Winehouse,Rock,Soul
205,Tony Bennett,312,Amy Winehouse,Standards,Soul
206,Mac Miller,307,Amy Winehouse,Hip-Hop/Rap,Soul
207,Miranda Lambert,267,Amy Winehouse,Country,Soul
208,Miranda Lambert,267,Amy Winehouse,Country,Soul
209,John Lennon,284,Amy Winehouse,Rock,Soul
210,Miley Cyrus,1092,Lady Gaga,Pop,Pop
211,Miley Cyrus,1092,Lady Gaga,Pop,Pop
212,Lady Gaga,78955,Lady Gaga,Pop,Pop
213,Taylor Swift,2734,Lady Gaga,Pop,Pop
214,Taylor Swift,2734,Lady Gaga,Pop,Pop
215,Beyoncé,4749,Lady Gaga,Pop,Pop
216,Beyoncé,4749,Lady Gaga,Pop,Pop
217,Ariana Grande,3517,Lady Gaga,Pop,Pop
218,Ariana Grande,3517,Lady Gaga,Pop,Pop
219,Lana Del Rey,722,Lady Gaga,Alternative,Pop
220,Katy Perry,2208,Lady Gaga,Pop,Pop
221,Katy Perry,2208,Lady Gaga,Pop,Pop
222,Kanye West,429,Lady Gaga,Hip-Hop/Rap,Pop
223,Justin Bieber,710,Lady Gaga,Pop,Pop
224,Justin Bieber,710,Lady Gaga,Pop,Pop
225,Selena Gomez,690,Lady Gaga,Pop,Pop
226,Selena Gomez,690,Lady Gaga,Pop,Pop
227,Nicki Minaj,1474,Lady Gaga,Hip-Hop,Pop
228,Nicki Minaj,1474,Lady Gaga,Hip-Hop,Pop
229,Demi Lovato,301,Lady Gaga,Pop,Pop
230,Demi Lovato,301,Lady Gaga,Pop,Pop
231,Britney Spears,981,Lady Gaga,Pop,Pop
232,Britney Spears,981,Lady Gaga,Pop,Pop
233,Rihanna,658,Lady Gaga,Pop,Pop
234,Rihanna,658,Lady Gaga,Pop,Pop
235,The Weeknd,425,Lady Gaga,R&B/Soul,Pop
236,The Weeknd,425,Lady Gaga,R&B/Soul,Pop
237,Tony Bennett,940,Lady Gaga,Standards,Pop
238,Elton John,535,Lady Gaga,Pop/Rock,Pop
239,Jennifer Lopez,421,Lady Gaga,Pop,Pop
240,Liza Minnelli,321,Lady Gaga,Adult Contemporary,Pop
241,Miley Cyrus,141,Lykke Li,Pop,Pop/Rock
242,Miley Cyrus,141,Lykke Li,Pop,Pop/Rock
243,Lady Gaga,161,Lykke Li,Pop,Pop/Rock
244,Lykke Li,15019,Lykke Li,Pop/Rock,Pop/Rock
245,Taylor Swift,145,Lykke Li,Pop,Pop/Rock
246,Taylor Swift,145,Lykke Li,Pop,Pop/Rock
247,Beyoncé,121,Lykke Li,Pop,Pop/Rock
248,Beyoncé,121,Lykke Li,Pop,Pop/Rock
249,Ariana Grande,94,Lykke Li,Pop,Pop/Rock
250,Ariana Grande,94,Lykke Li,Pop,Pop/Rock
251,Lana Del Rey,614,Lykke Li,Alternative,Pop/Rock
252,Angel Olsen,83,Lykke Li,Rock,Pop/Rock
253,Kanye West,105,Lykke Li,Hip-Hop/Rap,Pop/Rock
254,Tame Impala,123,Lykke Li,Rock,Pop/Rock
255,Carly Rae Jepsen,147,Lykke Li,Pop,Pop/Rock
256,The Weeknd,165,Lykke Li,R&B/Soul,Pop/Rock
257,The Weeknd,165,Lykke Li,R&B/Soul,Pop/Rock
258,Coldplay,92,Lykke Li,Rock,Pop/Rock
259,Linkin Park,5006,Lykke Li,Alternative,Pop/Rock
260,Florence and the Machine,5184,Lykke Li,,Pop/Rock
261,Iron & Wine,4989,Lykke Li,Indie Rock,Pop/Rock
262,Angus & Julia Stone,4965,Lykke Li,Alternative Folk,Pop/Rock
263,David Bowie,74,Lykke Li,Glam Rock,Pop/Rock
264,Arctic Monkeys,81,Lykke Li,Alternative,Pop/Rock
265,Skrillex,226,Lykke Li,Electronic,Pop/Rock
266,Brad Pitt,241,Lykke Li,,Pop/Rock
267,Bon Iver,185,Lykke Li,Rock,Pop/Rock
268,Tove Lo,167,Lykke Li,Pop,Pop/Rock
269,Charli XCX,139,Lykke Li,Pop,Pop/Rock
270,Radiohead,91,Lykke Li,Rock,Pop/Rock
271,Gorillaz,82,Lykke Li,Hip-Hop/Rap,Pop/Rock
272,Santigold,73,Lykke Li,Alternative,Pop/Rock
273,Miley Cyrus,425,Kacey Musgraves,Pop,Country
274,Miley Cyrus,425,Kacey Musgraves,Pop,Country
275,Lady Gaga,936,Kacey Musgraves,Pop,Country
276,Kacey Musgraves,65621,Kacey Musgraves,Country,Country
277,Taylor Swift,2209,Kacey Musgraves,Pop,Country
278,Taylor Swift,2209,Kacey Musgraves,Pop,Country
279,Troye Sivan,849,Kacey Musgraves,,Country
280,Beyoncé,817,Kacey Musgraves,Pop,Country
281,Beyoncé,817,Kacey Musgraves,Pop,Country
282,Ariana Grande,822,Kacey Musgraves,Pop,Country
283,Ariana Grande,822,Kacey Musgraves,Pop,Country
284,Lana Del Rey,3823,Kacey Musgraves,Alternative,Country
285,Justin Bieber,719,Kacey Musgraves,Pop,Country
286,Justin Bieber,719,Kacey Musgraves,Pop,Country
287,Billy Ray Cyrus,590,Kacey Musgraves,Country,Country
288,Chris Stapleton,766,Kacey Musgraves,Country,Country
289,Maren Morris,1525,Kacey Musgraves,,Country
290,Miranda Lambert,1003,Kacey Musgraves,Country,Country
291,Miranda Lambert,1003,Kacey Musgraves,Country,Country
292,Elton John,512,Kacey Musgraves,Pop/Rock,Country
293,John Legend,451,Kacey Musgraves,R&B/Soul,Country
294,Shania Twain,2223,Kacey Musgraves,Country,Country
295,Willie Nelson,1041,Kacey Musgraves,Country,Country
296,Dolly Parton,714,Kacey Musgraves,Country,Country
297,Weezer,541,Kacey Musgraves,Rock,Country
298,Carrie Underwood,897,Kacey Musgraves,Country,Country
299,Carrie Underwood,897,Kacey Musgraves,Country,Country
300,Keith Urban,686,Kacey Musgraves,Country,Country
301,Jason Isbell,447,Kacey Musgraves,Americana,Country
302,Johnny Cash,439,Kacey Musgraves,Country,Country
303,Eric Church,629,Kacey Musgraves,Country,Country
304,Miley Cyrus,484,Taylor Swift,Pop,Pop
305,Miley Cyrus,484,Taylor Swift,Pop,Pop
306,Miley Cyrus,484,Taylor Swift,Pop,Pop
307,Miley Cyrus,484,Taylor Swift,Pop,Pop
308,Lady Gaga,687,Taylor Swift,Pop,Pop
309,Lady Gaga,687,Taylor Swift,Pop,Pop
310,Taylor Swift,57828,Taylor Swift,Pop,Pop
311,Taylor Swift,57828,Taylor Swift,Pop,Pop
312,Taylor Swift,57828,Taylor Swift,Pop,Pop
313,Taylor Swift,57828,Taylor Swift,Pop,Pop
314,Beyoncé,1073,Taylor Swift,Pop,Pop
315,Beyoncé,1073,Taylor Swift,Pop,Pop
316,Beyoncé,1073,Taylor Swift,Pop,Pop
317,Beyoncé,1073,Taylor Swift,Pop,Pop
318,Ariana Grande,1117,Taylor Swift,Pop,Pop
319,Ariana Grande,1117,Taylor Swift,Pop,Pop
320,Ariana Grande,1117,Taylor Swift,Pop,Pop
321,Ariana Grande,1117,Taylor Swift,Pop,Pop
322,Lana Del Rey,663,Taylor Swift,Alternative,Pop
323,Lana Del Rey,663,Taylor Swift,Alternative,Pop
324,Shawn Mendes,268,Taylor Swift,Rock,Pop
325,Shawn Mendes,268,Taylor Swift,Rock,Pop
326,Katy Perry,737,Taylor Swift,Pop,Pop
327,Katy Perry,737,Taylor Swift,Pop,Pop
328,Katy Perry,737,Taylor Swift,Pop,Pop
329,Katy Perry,737,Taylor Swift,Pop,Pop
330,Kanye West,1239,Taylor Swift,Hip-Hop/Rap,Pop
331,Kanye West,1239,Taylor Swift,Hip-Hop/Rap,Pop
332,Justin Bieber,822,Taylor Swift,Pop,Pop
333,Justin Bieber,822,Taylor Swift,Pop,Pop
334,Justin Bieber,822,Taylor Swift,Pop,Pop
335,Justin Bieber,822,Taylor Swift,Pop,Pop
336,Selena Gomez,697,Taylor Swift,Pop,Pop
337,Selena Gomez,697,Taylor Swift,Pop,Pop
338,Selena Gomez,697,Taylor Swift,Pop,Pop
339,Selena Gomez,697,Taylor Swift,Pop,Pop
340,Nicki Minaj,508,Taylor Swift,Hip-Hop,Pop
341,Nicki Minaj,508,Taylor Swift,Hip-Hop,Pop
342,Nicki Minaj,508,Taylor Swift,Hip-Hop,Pop
343,Nicki Minaj,508,Taylor Swift,Hip-Hop,Pop
344,Demi Lovato,173,Taylor Swift,Pop,Pop
345,Demi Lovato,173,Taylor Swift,Pop,Pop
346,Demi Lovato,173,Taylor Swift,Pop,Pop
347,Demi Lovato,173,Taylor Swift,Pop,Pop
348,The Beatles,175,Taylor Swift,Pop,Pop
349,The Beatles,175,Taylor Swift,Pop,Pop
350,Rihanna,194,Taylor Swift,Pop,Pop
351,Rihanna,194,Taylor Swift,Pop,Pop
352,Rihanna,194,Taylor Swift,Pop,Pop
353,Rihanna,194,Taylor Swift,Pop,Pop
354,The Weeknd,212,Taylor Swift,R&B/Soul,Pop
355,The Weeknd,212,Taylor Swift,R&B/Soul,Pop
356,The Weeknd,212,Taylor Swift,R&B/Soul,Pop
357,The Weeknd,212,Taylor Swift,R&B/Soul,Pop
358,Miley Cyrus,896,Troye Sivan,Pop,
359,Miley Cyrus,896,Troye Sivan,Pop,
360,Bruno Mars,640,Troye Sivan,Pop/Rock,
361,Lady Gaga,457,Troye Sivan,Pop,
362,Kacey Musgraves,788,Troye Sivan,Country,
363,Taylor Swift,1615,Troye Sivan,Pop,
364,Taylor Swift,1615,Troye Sivan,Pop,
365,Troye Sivan,54293,Troye Sivan,,
366,Beyoncé,440,Troye Sivan,Pop,
367,Beyoncé,440,Troye Sivan,Pop,
368,Ariana Grande,2961,Troye Sivan,Pop,
369,Ariana Grande,2961,Troye Sivan,Pop,
370,Lana Del Rey,2530,Troye Sivan,Alternative,
371,Shawn Mendes,1685,Troye Sivan,Rock,
372,Justin Bieber,3439,Troye Sivan,Pop,
373,Justin Bieber,3439,Troye Sivan,Pop,
374,Selena Gomez,1285,Troye Sivan,Pop,
375,Selena Gomez,1285,Troye Sivan,Pop,
376,Nicki Minaj,1729,Troye Sivan,Hip-Hop,
377,Nicki Minaj,1729,Troye Sivan,Hip-Hop,
378,Demi Lovato,1088,Troye Sivan,Pop,
379,Demi Lovato,1088,Troye Sivan,Pop,
380,The Weeknd,1686,Troye Sivan,R&B/Soul,
381,The Weeknd,1686,Troye Sivan,R&B/Soul,
382,The Chainsmokers,475,Troye Sivan,House,
383,Charli XCX,828,Troye Sivan,Pop,
384,Sabrina Carpenter,979,Troye Sivan,,
385,Madison Beer,953,Troye Sivan,Pop,
386,Martin Garrix,1033,Troye Sivan,House,
387,My Chemical Romance,586,Troye Sivan,Alternative,
388,James Arthur,466,Troye Sivan,Rock,
389,Miley Cyrus,364,Beyoncé,Pop,Pop
390,Miley Cyrus,364,Beyoncé,Pop,Pop
391,Miley Cyrus,364,Beyoncé,Pop,Pop
392,Miley Cyrus,364,Beyoncé,Pop,Pop
393,Bruno Mars,328,Beyoncé,Pop/Rock,Pop
394,Bruno Mars,328,Beyoncé,Pop/Rock,Pop
395,Lady Gaga,1209,Beyoncé,Pop,Pop
396,Lady Gaga,1209,Beyoncé,Pop,Pop
397,Taylor Swift,1183,Beyoncé,Pop,Pop
398,Taylor Swift,1183,Beyoncé,Pop,Pop
399,Taylor Swift,1183,Beyoncé,Pop,Pop
400,Taylor Swift,1183,Beyoncé,Pop,Pop
401,Beyoncé,107688,Beyoncé,Pop,Pop
402,Beyoncé,107688,Beyoncé,Pop,Pop
403,Beyoncé,107688,Beyoncé,Pop,Pop
404,Beyoncé,107688,Beyoncé,Pop,Pop
405,Ariana Grande,864,Beyoncé,Pop,Pop
406,Ariana Grande,864,Beyoncé,Pop,Pop
407,Ariana Grande,864,Beyoncé,Pop,Pop
408,Ariana Grande,864,Beyoncé,Pop,Pop
409,Lana Del Rey,268,Beyoncé,Alternative,Pop
410,Lana Del Rey,268,Beyoncé,Alternative,Pop
411,Katy Perry,489,Beyoncé,Pop,Pop
412,Katy Perry,489,Beyoncé,Pop,Pop
413,Katy Perry,489,Beyoncé,Pop,Pop
414,Katy Perry,489,Beyoncé,Pop,Pop
415,Kanye West,891,Beyoncé,Hip-Hop/Rap,Pop
416,Kanye West,891,Beyoncé,Hip-Hop/Rap,Pop
417,Nicki Minaj,1953,Beyoncé,Hip-Hop,Pop
418,Nicki Minaj,1953,Beyoncé,Hip-Hop,Pop
419,Nicki Minaj,1953,Beyoncé,Hip-Hop,Pop
420,Nicki Minaj,1953,Beyoncé,Hip-Hop,Pop
421,Britney Spears,252,Beyoncé,Pop,Pop
422,Britney Spears,252,Beyoncé,Pop,Pop
423,Britney Spears,252,Beyoncé,Pop,Pop
424,Britney Spears,252,Beyoncé,Pop,Pop
425,Rihanna,1831,Beyoncé,Pop,Pop
426,Rihanna,1831,Beyoncé,Pop,Pop
427,Rihanna,1831,Beyoncé,Pop,Pop
428,Rihanna,1831,Beyoncé,Pop,Pop
429,Michael Jackson,400,Beyoncé,Pop,Pop
430,Michael Jackson,400,Beyoncé,Pop,Pop
431,Michael Jackson,400,Beyoncé,Pop,Pop
432,Michael Jackson,400,Beyoncé,Pop,Pop
433,Kendrick Lamar,293,Beyoncé,Alternative Rap,Pop
434,Kendrick Lamar,293,Beyoncé,Alternative Rap,Pop
435,Jennifer Lopez,269,Beyoncé,Pop,Pop
436,Jennifer Lopez,269,Beyoncé,Pop,Pop
437,Mariah Carey,338,Beyoncé,Pop,Pop
438,Mariah Carey,338,Beyoncé,Pop,Pop
439,Destiny's Child,325,Beyoncé,R&B/Soul,Pop
440,Destiny's Child,325,Beyoncé,R&B/Soul,Pop
441,Kehlani,304,Beyoncé,R&B,Pop
442,Kehlani,304,Beyoncé,R&B,Pop
443,Jhené Aiko,249,Beyoncé,,Pop
444,Jhené Aiko,249,Beyoncé,,Pop
445,Miley Cyrus,1767,Ariana Grande,Pop,Pop
446,Miley Cyrus,1767,Ariana Grande,Pop,Pop
447,Miley Cyrus,1767,Ariana Grande,Pop,Pop
448,Miley Cyrus,1767,Ariana Grande,Pop,Pop
449,Lady Gaga,2908,Ariana Grande,Pop,Pop
450,Lady Gaga,2908,Ariana Grande,Pop,Pop
451,Taylor Swift,3572,Ariana Grande,Pop,Pop
452,Taylor Swift,3572,Ariana Grande,Pop,Pop
453,Taylor Swift,3572,Ariana Grande,Pop,Pop
454,Taylor Swift,3572,Ariana Grande,Pop,Pop
455,Beyoncé,2281,Ariana Grande,Pop,Pop
456,Beyoncé,2281,Ariana Grande,Pop,Pop
457,Beyoncé,2281,Ariana Grande,Pop,Pop
458,Beyoncé,2281,Ariana Grande,Pop,Pop
459,Ariana Grande,59648,Ariana Grande,Pop,Pop
460,Ariana Grande,59648,Ariana Grande,Pop,Pop
461,Ariana Grande,59648,Ariana Grande,Pop,Pop
